1745079079: mosquitto version 2.0.21 starting
1745079079: Config loaded from mosquitto.conf.
1745079079: Opening ipv4 listen socket on port 1887.
1745079079: mosquitto version 2.0.21 running
1745079082: New connection from 127.0.0.1:56670 on port 1887.
1745079082: New client connected from 127.0.0.1:56670 as auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (p2, c1, k60).
1745079082: No will message specified.
1745079082: Sending CONNACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (0, 0)
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/temperature/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/temperature/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/pressure/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/pressure/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079086: New connection from 127.0.0.1:56724 on port 1887.
1745079086: New client connected from 127.0.0.1:56724 as raspberry_pi_sector1_dev001_7006321c (p2, c1, k60).
1745079086: No will message specified.
1745079086: Sending CONNACK to raspberry_pi_sector1_dev001_7006321c (0, 0)
1745079086: Received SUBSCRIBE from raspberry_pi_sector1_dev001_7006321c
1745079086: 	/actuator/valve/sector1/dev001 (QoS 0)
1745079086: raspberry_pi_sector1_dev001_7006321c 0 /actuator/valve/sector1/dev001
1745079086: Sending SUBACK to raspberry_pi_sector1_dev001_7006321c
1745079086: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082384: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082384: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082384: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082384: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082385: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082385: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082385: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082385: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082385: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082385: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082389: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082389: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082389: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082389: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082389: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082389: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082390: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082390: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082390: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082390: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082390: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082390: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082393: Received PINGREQ from F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745082393: Sending PINGRESP to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745082393: Received PINGREQ from F8594714-1E05-F3C4-D993-66F421C3209E
1745082393: Sending PINGRESP to F8594714-1E05-F3C4-D993-66F421C3209E
1745082394: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082394: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082394: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082394: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082394: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082394: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082395: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082395: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082395: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082395: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082395: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082395: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082399: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082399: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082399: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082399: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082399: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082399: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082399: Received PINGREQ from raspberry_pi_sector1_dev001_089211de
1745082399: Sending PINGRESP to raspberry_pi_sector1_dev001_089211de
1745082400: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082400: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082400: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082400: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082400: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082400: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082404: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082404: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082404: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082404: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082404: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082404: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082405: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082405: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082405: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082405: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082405: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082405: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082409: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082409: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082409: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082409: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082409: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082409: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082410: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082410: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082410: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082410: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082410: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082410: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082414: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082414: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082414: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082414: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082414: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082414: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082415: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082415: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082415: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082415: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082415: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082415: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082419: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082419: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082419: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082419: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082419: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082419: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082420: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082420: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082420: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082420: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082420: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082420: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082424: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082424: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082424: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082424: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082424: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082424: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082425: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082425: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082425: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082425: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082425: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082425: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082425: Received PINGREQ from raspberry_pi_sector1_dev001_1e412aba
1745082425: Sending PINGRESP to raspberry_pi_sector1_dev001_1e412aba
1745082429: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082429: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082429: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082429: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082429: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082429: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082430: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082430: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082430: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082430: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082430: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082430: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082434: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082434: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082434: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082434: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082434: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082434: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745082435: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082435: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082435: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082435: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082435: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082435: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082439: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082439: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082439: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082439: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082439: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082439: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082440: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745082440: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745082440: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745082440: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082440: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082440: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082444: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082444: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082444: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082444: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082444: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082444: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082445: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082445: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082445: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082445: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082445: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082445: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745082449: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082449: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082449: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745082449: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
